"Video_games_sales15114,C:\Users\flola\IONOS HiD56277,TRUE"
"Video_games_sales15253,C:\Users\flola\IONOS HiD52734,TRUE"
"Video_games_sales15614,C:\Users\flola\IONOS HiD51500,TRUE"
"Video_games_sales15644,C:\Users\flola\IONOS HiD64138,TRUE"
"Video_games_sales14239,C:\Users\flola\IONOS HiD74483,TRUE"
"Video_games_sales13929,C:\Users\flola\IONOS HiD65691,TRUE"
"Video_games_sales15303,C:\Users\flola\IONOS HiD89879,FALSE"
"Video_games_sales15868,C:\Users\flola\IONOS HiD53394,FALSE"
"Video_games_sales15084,C:\Users\flola\IONOS HiD73207,TRUE"
"Video_games_sales15187,C:\Users\flola\IONOS HiD61137,TRUE"
"Video_games_sales15279,C:\Users\flola\IONOS HiD52886,FALSE"
"Video_games_sales15403,C:\Users\flola\IONOS HiD46616,FALSE"
"Video_games_sales15515,C:\Users\flola\IONOS HiD47484,FALSE"
"Video_games_sales15648,C:\Users\flola\IONOS HiD61563,FALSE"
"Video_games_sales15713,C:\Users\flola\IONOS HiD47468,FALSE"
"Video_games_sales14586,C:\Users\flola\IONOS HiD68876,FALSE"
"Video_games_sales14533,C:\Users\flola\IONOS HiD65884,FALSE"
"Video_games_sales14475,C:\Users\flola\IONOS HiD31383,FALSE"
"Video_games_sales14441,C:\Users\flola\IONOS HiD77743,FALSE"
"Video_games_sales14401,C:\Users\flola\IONOS HiD22244,FALSE"
"Video_games_sales11889,C:\Users\flola\IONOS HiD28215,FALSE"
"Video_games_sales11920,C:\Users\flola\IONOS HiD52411,TRUE"
"Video_games_sales11952,C:\Users\flola\IONOS HiD47062,FALSE"
"Video_games_sales12038,C:\Users\flola\IONOS HiD48102,FALSE"
"Video_games_sales12259,C:\Users\flola\IONOS HiD63198,FALSE"
"Video_games_sales12262,C:\Users\flola\IONOS HiD64342,TRUE"
"Video_games_sales12266,C:\Users\flola\IONOS HiD50674,FALSE"
"Video_games_sales12278,C:\Users\flola\IONOS HiD71187,TRUE"
"Video_games_sales12340,C:\Users\flola\IONOS HiD57224,TRUE"
"Video_games_sales12700,C:\Users\flola\IONOS HiD64404,FALSE"
"Video_games_sales7004,C:\Users\flola\IONOS HiD59545,TRUE"
"Video_games_sales7000,C:\Users\flola\IONOS HiD38858,TRUE"
"Video_games_sales7019,C:\Users\flola\IONOS HiD69016,TRUE"
