all_games15139,Windowgames_3595,TRUE
all_games15198,Windowgames_2433,TRUE
all_games15642,Windowgames_347,TRUE
all_games17365,Windowgames_3248,TRUE
all_games16514,Windowgames_3084,TRUE
all_games15856,Windowgames_2171,TRUE
all_games15617,Windowgames_3207,FALSE
all_games15654,Windowgames_942,FALSE
all_games16231,Windowgames_480,TRUE
all_games16522,Windowgames_1024,TRUE
all_games16037,Windowgames_3161,FALSE
all_games16276,Windowgames_3090,FALSE
all_games16798,Windowgames_2790,FALSE
all_games17149,Windowgames_1136,FALSE
all_games17156,Windowgames_363,FALSE
all_games17332,Windowgames_1989,FALSE
all_games15556,Windowgames_614,FALSE
all_games18000,Windowgames_1585,FALSE
all_games18082,Windowgames_2471,FALSE
all_games18074,Windowgames_2330,FALSE
all_games7701,Windowgames_1275,TRUE
all_games7705,Windowgames_3322,TRUE
all_games7706,Windowgames_3403,FALSE
all_games7719,Windowgames_2034,FALSE
all_games7723,Windowgames_3198,TRUE
all_games7724,Windowgames_1064,FALSE
all_games7732,Windowgames_2863,TRUE
all_games10648,Windowgames_2982,FALSE
all_games7735,Windowgames_471,FALSE
all_games7738,Windowgames_2011,FALSE
all_games7750,Windowgames_2932,TRUE
all_games7752,Windowgames_1701,TRUE
all_games7760,Windowgames_301,TRUE
all_games7761,Windowgames_2005,FALSE
all_games7776,Windowgames_1369,TRUE
all_games7787,Windowgames_1685,FALSE
all_game:7789,Windowgames_2172,FALS"
all_game7791,Windowgames_3188,FALSE
all_game7795,Windowgames_3527,FALSE
all_game7822,Windowgames_1502,FALSE
all_game7826,Windowgames_2868,FALSE
all_game7827,Windowgames_1444,FALSE
all_game7975,Windowgames_1017,FALSE
all_games10664,Windowgames_2814,FALSE
all_game8081,Windowgames_2934,FALSE
all_games10655,Windowgames_283,TRUE
all_games25,Windowgames_1537,TRUE
all_games25,Windowgames_1534,FALSE
all_games25,Windowgames_1535,FALSE
all_games25,Windowgames_1536,FALSE
all_games25,Windowgames_1538,FALSE
all_games25,Windowgames_1539,FALSE
all_games25,Windowgames_1540,FALSE
all_games26,Windowgames_1485,TRUE
all_games32,Windowgames_2424,FALSE
all_games33,Windowgames_2424,TRUE
all_games39,Windowgames_1534,TRUE
all_games39,Windowgames_1535,FALSE
all_games39,Windowgames_1536,FALSE
all_games39,Windowgames_1537,FALSE
all_games39,Windowgames_1538,FALSE
all_games39,Windowgames_1539,FALSE
all_games39,Windowgames_1540,FALSE
all_games43,Windowgames_348,TRUE
all_games92,Windowgames_350,TRUE
all_games43,Windowgames_349,FALSE
all_games92,Windowgames_349,FALSE
all_games46,Windowgames_329,FALSE
all_games63,Windowgames_2567,FALSE
all_games63,Windowgames_2568,TRUE
all_games69,Windowgames_1092,TRUE
all_games79,Windowgames_2051,TRUE
all_games85,Windowgames_1485,FALSE
all_games85,Windowgames_1489,TRUE
all_games89,Windowgames_579,TRUE
all_games90,Windowgames_2666,TRUE
all_games90,Windowgames_2667,FALSE
all_games95,Windowgames_1090,TRUE
all_games100,Windowgames_1507,TRUE
all_games46,Windowgames_256,TRUE
all_games664,Windowgames_566,FALSE
all_games3352,Windowgames_47,FALSE
all_games1018,Windowgames_153,FALSE
all_games2628,Windowgames_321,FALSE
all_games2328,Windowgames_518,FALSE
all_games694,Windowgames_340,FALSE
all_games3156,Windowgames_524,FALSE
all_games393,Windowgames_51,FALSE
all_games2603,Windowgames_476,FALSE
all_games670,Windowgames_751,FALSE
all_games968,Windowgames_390,FALSE
all_games3310,Windowgames_425,FALSE
all_games11126,Windowgames_2384,TRUE
all_games11127,Windowgames_2136,TRUE
all_games11166,Windowgames_3794,TRUE
all_games11189,Windowgames_1601,TRUE
all_games11196,Windowgames_1914,TRUE
all_games11226,Windowgames_3729,TRUE
all_games12093,Windowgames_263,TRUE
all_games12109,Windowgames_2317,FALSE
all_games12125,Windowgames_3134,TRUE
all_games12125,Windowgames_3135,TRUE
all_games12539,Windowgames_2936,TRUE
all_games12561,Windowgames_3536,TRUE
all_games13092,Windowgames_1870,TRUE
all_games13093,Windowgames_788,FALSE
all_games13139,Windowgames_3159,TRUE
all_games13144,Windowgames_794,TRUE
all_games13164,Windowgames_2358,TRUE
all_games13580,Windowgames_2781,FALSE
all_games13633,Windowgames_2401,FALSE
all_games13841,Windowgames_2424,FALSE
all_games12130,Windowgames_2502,FALSE
all_games12450,Windowgames_2576,FALSE
all_games12330,Windowgames_2826,FALSE
all_games14693,Windowgames_2668,FALSE
all_games14913,Windowgames_2525,FALSE
all_games12523,Windowgames_2766,FALSE
all_games13186,Windowgames_2634,FALSE
all_games13157,Windowgames_2513,FALSE
all_games14382,Windowgames_2882,FALSE
